GIORNO,Ora solare,VV (m/s),VVmax (m/s),DV (GN),Taria (°C),Um (%),Rs (W/m2)
17/12/19,06:00:00 AM,4.1,4.8,27,8.8,97,0
17/12/19,07:00:00 AM,4.2,5,24,9,97,0
17/12/19,08:00:00 AM,3.8,4.5,18,9.3,97,3
17/12/19,09:00:00 AM,4.3,5.2,28,9.5,97,20
17/12/19,10:00:00 AM,5.4,6.6,17,10.3,97,49
17/12/19,11:00:00 AM,4.8,5.5,20,10.8,97,60
17/12/19,12:00:00 PM,4.1,4.8,30,10.9,97,94
17/12/19,01:00:00 PM,4,4.7,21,11.4,98,66
17/12/19,02:00:00 PM,2.8,4.3,40,11.8,97,101
17/12/19,03:00:00 PM,4.4,5.5,25,11.7,97,59
17/12/19,04:00:00 PM,4.2,4.9,22,11.7,98,8
17/12/19,05:00:00 PM,2.9,4,42,12.9,98,0
17/12/19,06:00:00 PM,1.5,2.1,20,12.8,96,0
17/12/19,07:00:00 PM,1.6,2.2,28,12.6,96,0
17/12/19,08:00:00 PM,2.1,2.8,19,12.8,97,0
17/12/19,09:00:00 PM,0.9,1.3,32,13.6,96,0
17/12/19,10:00:00 PM,1.2,1.6,352,13.2,97,0
17/12/19,11:00:00 PM,0.8,1.1,72,13.4,98,0
18/12/19,12:00:00 AM,3,3.2,30,12.7,98,0
18/12/19,01:00:00 AM,2.1,2.6,25,12.2,99,1
18/12/19,02:00:00 AM,2.6,3.3,99,13.9,100,
18/12/19,03:00:00 AM,0.7,1.2,353,13.7,98,0
18/12/19,04:00:00 AM,0,0,,13.6,98,0
18/12/19,05:00:00 AM,2.1,3.1,174,13.6,99,0
18/12/19,06:00:00 AM,3.4,3.8,157,13.2,98,0
18/12/19,07:00:00 AM,1.8,2.2,67,13.1,99,0
18/12/19,08:00:00 AM,2.6,3.3,21,12.2,100,11
18/12/19,09:00:00 AM,2.5,3.1,30,11.8,100,63
18/12/19,10:00:00 AM,2.4,2.9,358,12.4,100,101
18/12/19,11:00:00 AM,3.8,5,23,12.3,100,138
18/12/19,12:00:00 PM,4.6,5.6,18,13.1,100,188
18/12/19,01:00:00 PM,2.9,4,39,13.3,100,158
18/12/19,02:00:00 PM,3.8,4.4,32,13.4,100,153
18/12/19,03:00:00 PM,3.6,4,17,12.4,97,68
18/12/19,04:00:00 PM,3.2,4.8,37,12.6,98,14
18/12/19,05:00:00 PM,4.1,4.9,38,12.3,97,0
18/12/19,06:00:00 PM,3.9,5,27,12,100,0
18/12/19,07:00:00 PM,3.7,4.2,24,11.5,100,0
18/12/19,08:00:00 PM,4.1,4.8,16,11.5,100,0
18/12/19,09:00:00 PM,3.7,4.7,18,10.9,100,0
18/12/19,10:00:00 PM,3.3,3.8,14,10.6,100,0
18/12/19,11:00:00 PM,3.6,4.7,14,11.4,100,0
19/12/19,12:00:00 AM,4.9,5.8,20,10.6,100,1
19/12/19,01:00:00 AM,3.7,4.5,15,11.1,100,0
19/12/19,02:00:00 AM,4.4,5.7,33,11.2,100,0
19/12/19,03:00:00 AM,3.1,4,36,11.4,100,0
19/12/19,04:00:00 AM,3.8,5.1,31,11,100,0
19/12/19,05:00:00 AM,4,4.6,25,10.5,100,0
19/12/19,06:00:00 AM,2.2,2.8,70,10.6,100,0
19/12/19,07:00:00 AM,2.9,3.5,112,11.1,100,1
19/12/19,08:00:00 AM,2,3.1,66,11.2,100,5
19/12/19,09:00:00 AM,3.4,4.4,28,10.6,100,42
19/12/19,10:00:00 AM,3.5,4.3,18,10.9,100,71
19/12/19,11:00:00 AM,4.1,5.3,28,11.5,100,90
19/12/19,12:00:00 PM,4.1,4.7,33,11.6,100,63
19/12/19,01:00:00 PM,5,6.4,49,12.1,100,94
19/12/19,02:00:00 PM,5.1,6.5,30,11.9,100,59
19/12/19,03:00:00 PM,4.8,5.9,19,12.1,100,37
19/12/19,04:00:00 PM,4.7,6.1,29,12,100,8
19/12/19,05:00:00 PM,3.6,4.2,31,12.2,100,0
19/12/19,06:00:00 PM,3.3,4.2,31,12.1,100,1
19/12/19,07:00:00 PM,2.9,3.9,125,12.7,100,0
19/12/19,08:00:00 PM,3.6,3.9,157,11.7,100,2
19/12/19,09:00:00 PM,4.6,4.8,172,11.6,100,0
19/12/19,10:00:00 PM,4.3,4.6,159,11.2,100,1
19/12/19,11:00:00 PM,3.1,4.3,201,10.9,100,1
20/12/19,12:00:00 AM,3.3,5.1,213,10.5,100,1
20/12/19,01:00:00 AM,2.1,3.8,225,10.6,100,0
20/12/19,02:00:00 AM,2.3,3.8,232,10.6,100,1
20/12/19,03:00:00 AM,3,5.6,253,10.1,100,1
20/12/19,04:00:00 AM,3.5,4.5,187,10.1,100,1
20/12/19,05:00:00 AM,5.3,5.9,164,9.4,100,1
20/12/19,06:00:00 AM,2.3,3.8,205,9.1,100,1
20/12/19,07:00:00 AM,2.3,2.9,200,8.6,100,1
20/12/19,08:00:00 AM,1.5,2.2,245,8.3,100,8
20/12/19,09:00:00 AM,1.2,1.6,158,8.1,100,72
20/12/19,10:00:00 AM,0.6,1.1,291,8.7,100,73
20/12/19,11:00:00 AM,2.2,2.8,360,8.5,100,129
20/12/19,12:00:00 PM,2.1,2.6,59,9.1,100,36
20/12/19,01:00:00 PM,2.6,3.2,56,9.6,100,101
20/12/19,02:00:00 PM,2.1,2.7,26,9.9,100,35
20/12/19,03:00:00 PM,3.2,3.8,66,10.4,100,37
20/12/19,04:00:00 PM,2,2.5,70,10.6,100,3
20/12/19,05:00:00 PM,2.4,2.9,97,11,100,0
20/12/19,06:00:00 PM,6.9,8,150,12.2,92,0
20/12/19,07:00:00 PM,8.8,10.6,144,12.9,86,0
20/12/19,08:00:00 PM,10.1,12.4,152,12.7,88,0
20/12/19,09:00:00 PM,10.3,12.3,158,13,85,0
20/12/19,10:00:00 PM,9.9,11.5,162,13.2,83,0
20/12/19,11:00:00 PM,12.4,14.2,163,13.5,82,0
21/12/19,12:00:00 AM,12.5,14.2,168,13.3,84,1
21/12/19,01:00:00 AM,11.1,13.1,175,13.1,85,1
21/12/19,02:00:00 AM,9.8,11.4,182,13.2,85,0
21/12/19,03:00:00 AM,2.7,4.7,245,12.9,87,0
21/12/19,04:00:00 AM,2.5,4,225,13.2,86,0
21/12/19,05:00:00 AM,1.7,2.8,212,12.9,89,0
21/12/19,06:00:00 AM,8.9,10.3,170,13.3,89,0
21/12/19,07:00:00 AM,10.8,13.2,164,13,91,0
21/12/19,08:00:00 AM,11.2,13.5,157,12.8,96,0
21/12/19,09:00:00 AM,9.7,12,144,12.8,100,12
21/12/19,10:00:00 AM,7.7,10.4,148,12.9,100,14
21/12/19,11:00:00 AM,13,16.3,170,13.6,97,51
21/12/19,12:00:00 PM,5.9,9.1,238,13.5,95,54
21/12/19,01:00:00 PM,1.3,1.6,326,12.6,97,45
21/12/19,02:00:00 PM,2.5,4,232,11.9,98,54
21/12/19,03:00:00 PM,5.5,9.2,263,11.7,98,46
21/12/19,04:00:00 PM,2.8,4.4,258,11.4,91,22
21/12/19,05:00:00 PM,6.2,10.8,248,10.6,88,0
21/12/19,06:00:00 PM,3.7,6.4,245,10.1,91,0
21/12/19,07:00:00 PM,3.4,5,236,9.8,90,0
21/12/19,08:00:00 PM,2.1,3.7,262,9.4,91,0
21/12/19,09:00:00 PM,2.3,4,222,9.4,96,0
21/12/19,10:00:00 PM,2.8,5.7,228,9.3,95,0
21/12/19,11:00:00 PM,2.6,4.4,219,8.9,97,0
22/12/19,12:00:00 AM,2.6,3.7,201,8.9,98,
22/12/19,01:00:00 AM,2.2,2.8,197,8.9,99,0
22/12/19,02:00:00 AM,1.6,2,35,8.9,99,0
22/12/19,03:00:00 AM,4.1,5.2,23,8.4,100,1
22/12/19,04:00:00 AM,5.8,7.4,32,8.2,100,0
22/12/19,05:00:00 AM,6.1,7.5,32,8.7,100,0
22/12/19,06:00:00 AM,6.3,8.9,36,9.2,100,0
22/12/19,07:00:00 AM,6.6,9.1,27,9.3,100,0
22/12/19,08:00:00 AM,10.2,13.4,20,9.1,100,2
22/12/19,09:00:00 AM,10.5,13.1,12,9.3,100,10
22/12/19,10:00:00 AM,8.4,10.9,336,9,100,52
22/12/19,11:00:00 AM,4,6,343,9.1,88,34
22/12/19,12:00:00 PM,2.8,4.6,280,9.4,85,26
22/12/19,01:00:00 PM,3.1,5.5,265,9.2,94,93
22/12/19,02:00:00 PM,2.7,4.5,249,9.6,89,59
22/12/19,03:00:00 PM,1,1.4,108,9.9,88,47
22/12/19,04:00:00 PM,4.5,4.8,180,10.2,87,33
22/12/19,05:00:00 PM,4.1,5.2,196,10.1,90,0
22/12/19,06:00:00 PM,4,5,197,10,90,0
22/12/19,07:00:00 PM,2.7,3.7,217,9.9,91,0
22/12/19,08:00:00 PM,2.1,3.6,209,9.5,94,0
22/12/19,09:00:00 PM,1.7,3.4,251,9.1,94,0
22/12/19,10:00:00 PM,2.3,3.5,229,8.5,95,0
22/12/19,11:00:00 PM,2.2,2.8,39,8.3,99,0
23/12/19,12:00:00 AM,0.5,0.8,40,8.4,99,0
23/12/19,01:00:00 AM,2.8,5.8,49,9.1,97,0
23/12/19,02:00:00 AM,1.9,3.3,239,8.6,99,0
23/12/19,03:00:00 AM,2,2.6,311,8.7,98,0
23/12/19,04:00:00 AM,2.5,4.1,325,8,90,0
23/12/19,05:00:00 AM,2.4,3.3,355,7.7,93,0
23/12/19,06:00:00 AM,1.5,2.4,307,7.3,94,0
23/12/19,07:00:00 AM,0.5,0.9,138,7.7,94,0
23/12/19,08:00:00 AM,2.4,3.5,252,6.8,97,9
23/12/19,09:00:00 AM,2.1,3,266,7.5,92,96
23/12/19,10:00:00 AM,2.7,3.7,264,8.9,87,282
23/12/19,11:00:00 AM,3,5,276,9.5,80,293
23/12/19,12:00:00 PM,1.5,2.6,265,12.1,66,394
23/12/19,01:00:00 PM,1.3,1.6,129,12.7,68,445
23/12/19,02:00:00 PM,2.5,3.9,250,14.2,55,246
23/12/19,03:00:00 PM,2.9,4.3,287,14.1,50,158
23/12/19,04:00:00 PM,2.8,3.8,2,12,66,41
23/12/19,05:00:00 PM,1.9,2.4,21,10.3,80,0
23/12/19,06:00:00 PM,0.6,0.8,156,9.9,87,
23/12/19,07:00:00 PM,1.5,3.1,343,10.1,82,0
23/12/19,08:00:00 PM,2.3,3.3,339,9.2,88,0
23/12/19,09:00:00 PM,0.7,1.1,353,8.3,95,0
23/12/19,10:00:00 PM,1.7,2.3,315,8.2,94,0
23/12/19,11:00:00 PM,2,2.7,4,7.7,94,0
24/12/19,12:00:00 AM,1.6,2.5,334,9,76,
24/12/19,01:00:00 AM,1.9,4.3,37,7.2,90,0
24/12/19,02:00:00 AM,1.3,1.9,290,7.9,89,
24/12/19,03:00:00 AM,2.8,3.5,98,7.6,86,0
24/12/19,04:00:00 AM,1.3,2.3,9,6.7,95,0
24/12/19,05:00:00 AM,1.1,2.1,23,6.8,96,0
24/12/19,06:00:00 AM,0.9,1.1,160,7.3,99,
24/12/19,07:00:00 AM,1.8,2.4,216,7.8,91,0
24/12/19,08:00:00 AM,0.6,1.4,253,6.2,95,20
24/12/19,09:00:00 AM,1,1.4,111,7.9,86,173
24/12/19,10:00:00 AM,0.7,1.5,245,8.5,84,269
24/12/19,11:00:00 AM,0.9,1.6,319,7.8,85,166
24/12/19,12:00:00 PM,2.9,3.6,30,7.1,90,238
24/12/19,01:00:00 PM,2.1,2.8,36,7.3,93,207
24/12/19,02:00:00 PM,2.1,2.5,30,7.1,92,73
24/12/19,03:00:00 PM,0.2,0.4,228,7.4,93,53
24/12/19,04:00:00 PM,1.1,1.9,278,7.9,92,29
24/12/19,05:00:00 PM,0.8,1,43,7.2,92,0
24/12/19,06:00:00 PM,0.9,1.3,86,7.1,96,0
24/12/19,07:00:00 PM,2.6,3.3,360,7.1,98,
24/12/19,08:00:00 PM,1.8,2.8,350,6.5,99,0
24/12/19,09:00:00 PM,3.6,4.6,11,6.1,100,0
24/12/19,10:00:00 PM,2.2,2.6,256,6,100,0
24/12/19,11:00:00 PM,2.3,3.2,332,5.3,100,1
25/12/19,12:00:00 AM,0.8,1.8,301,5.1,100,0
25/12/19,01:00:00 AM,1.3,1.7,294,5.3,100,0
25/12/19,02:00:00 AM,4,4.8,11,6.1,100,0
25/12/19,03:00:00 AM,1.2,1.9,298,6.3,96,
25/12/19,04:00:00 AM,1.5,2,303,6.3,93,
25/12/19,05:00:00 AM,2,2.7,336,5.2,95,
25/12/19,06:00:00 AM,1.5,2.3,260,4.9,87,
25/12/19,07:00:00 AM,1.9,2.4,270,5.1,92,
25/12/19,08:00:00 AM,0.1,0.4,,5.3,86,11
25/12/19,09:00:00 AM,0.4,0.8,177,7.6,85,142
25/12/19,10:00:00 AM,0.5,1.3,62,8.6,77,257
25/12/19,11:00:00 AM,1,1.5,358,8.9,80,338
25/12/19,12:00:00 PM,3.6,4.7,25,7.5,79,379
25/12/19,01:00:00 PM,1.4,2,23,8.7,78,346
25/12/19,02:00:00 PM,0.4,0.6,27,10.6,72,267
25/12/19,03:00:00 PM,1.4,2.3,47,9.6,78,157
25/12/19,04:00:00 PM,1.7,2.3,259,8.9,82,27
25/12/19,05:00:00 PM,1.2,1.7,291,8,91,0
25/12/19,06:00:00 PM,0.7,1,9,7.8,93,0
25/12/19,07:00:00 PM,0.9,1.4,28,7.5,94,0
25/12/19,08:00:00 PM,1.2,1.5,334,7.7,97,
25/12/19,09:00:00 PM,2,2.7,338,7.4,95,0
25/12/19,10:00:00 PM,1.4,2.5,302,7.1,95,0
25/12/19,11:00:00 PM,2.1,2.5,329,7.6,89,
26/12/19,12:00:00 AM,1.4,2,297,6.9,91,
26/12/19,01:00:00 AM,1.8,2.5,353,7.5,87,
26/12/19,02:00:00 AM,0.5,1.2,167,7.2,94,
26/12/19,03:00:00 AM,3.1,4.2,247,5.7,96,
26/12/19,04:00:00 AM,1.8,2.9,250,5.9,91,
26/12/19,05:00:00 AM,1.6,2.4,287,5.9,90,
26/12/19,06:00:00 AM,2.3,3.1,304,6.3,85,
26/12/19,07:00:00 AM,2.1,2.6,15,5.6,90,
26/12/19,08:00:00 AM,3,4,341,5.4,82,11
26/12/19,09:00:00 AM,3.8,5.2,11,4.8,91,146
26/12/19,10:00:00 AM,3.4,4.1,28,6.4,89,268
26/12/19,11:00:00 AM,2.1,2.9,60,8.9,81,344
26/12/19,12:00:00 PM,1.3,1.9,177,8.5,82,372
26/12/19,01:00:00 PM,1.7,2.1,140,8.7,81,347
26/12/19,02:00:00 PM,1.9,2.3,140,8.6,84,271
26/12/19,03:00:00 PM,1.4,1.8,150,8.7,81,86
26/12/19,04:00:00 PM,0.6,1,162,8.8,81,33
26/12/19,05:00:00 PM,0.6,0.8,335,8.7,70,0
26/12/19,06:00:00 PM,2.2,2.6,357,8.1,83,0
26/12/19,07:00:00 PM,2.5,3,15,8.3,85,0
26/12/19,08:00:00 PM,4,4.8,33,8.5,84,0
26/12/19,09:00:00 PM,3.5,4,20,8.7,84,0
26/12/19,10:00:00 PM,3.7,4.4,29,8.4,87,0
26/12/19,11:00:00 PM,3.9,4.2,21,8.1,88,0
27/12/19,12:00:00 AM,3.4,3.9,24,8.1,87,0
27/12/19,01:00:00 AM,3.6,4.5,25,7.8,89,0
27/12/19,02:00:00 AM,3.9,4.6,22,7.1,91,0
27/12/19,03:00:00 AM,3.1,3.9,22,6.6,92,0
27/12/19,04:00:00 AM,3.8,4.3,14,6,92,0
27/12/19,05:00:00 AM,5.7,6.7,19,5.3,90,0
27/12/19,06:00:00 AM,5.7,6.9,15,5.6,86,0
27/12/19,07:00:00 AM,4.9,5.9,23,6,86,0
27/12/19,08:00:00 AM,5.2,6.2,20,5.6,84,11
27/12/19,09:00:00 AM,5.6,6.8,16,5.7,85,74
27/12/19,10:00:00 AM,5.3,6.4,14,6,82,218
27/12/19,11:00:00 AM,5.5,6.5,18,6.7,81,108
27/12/19,12:00:00 PM,4.3,5,25,8.7,77,375
27/12/19,01:00:00 PM,4,4.7,30,9.1,74,345
27/12/19,02:00:00 PM,4.6,5.5,28,10,74,271
27/12/19,03:00:00 PM,3.2,4.6,41,10.7,73,160
27/12/19,04:00:00 PM,2.3,2.8,27,10.4,77,27
27/12/19,05:00:00 PM,3.7,4.6,19,9.6,80,0
27/12/19,06:00:00 PM,2.7,3.4,20,9.3,80,0
27/12/19,07:00:00 PM,3.2,4.3,17,9.2,80,0
27/12/19,08:00:00 PM,3.8,4.5,19,8.6,86,0
27/12/19,09:00:00 PM,3.7,4.3,23,8.6,84,0
27/12/19,10:00:00 PM,4.4,5.1,19,8.2,82,0
27/12/19,11:00:00 PM,4.1,5.6,26,7.6,84,0
28/12/19,12:00:00 AM,3.8,4.6,36,7.5,84,0
28/12/19,01:00:00 AM,3.3,4.6,42,7.2,88,0
28/12/19,02:00:00 AM,3.6,4.9,47,7.3,81,0
28/12/19,03:00:00 AM,3.5,4.1,30,7.4,82,0
28/12/19,04:00:00 AM,3.3,3.9,32,7.1,83,0
28/12/19,05:00:00 AM,4.1,5.1,25,6.1,86,0
28/12/19,06:00:00 AM,3.4,4.3,7,5.5,84,0
28/12/19,07:00:00 AM,1.7,2.5,354,5.3,81,0
28/12/19,08:00:00 AM,2.8,3.3,11,5.6,78,7
28/12/19,09:00:00 AM,4.6,5.3,20,5.6,76,53
28/12/19,10:00:00 AM,2.8,3.7,34,6.4,78,303
28/12/19,11:00:00 AM,1.8,2.4,35,7.6,76,342
28/12/19,12:00:00 PM,1.3,1.6,72,7.5,69,199
28/12/19,01:00:00 PM,0.9,1.4,106,8,72,191
28/12/19,02:00:00 PM,2.1,2.4,117,8.2,78,294
28/12/19,03:00:00 PM,2.2,3.1,150,8.8,69,154
28/12/19,04:00:00 PM,1.7,2.1,192,8.8,69,28
28/12/19,05:00:00 PM,2.5,3,186,8.2,74,0
28/12/19,06:00:00 PM,2.3,2.8,185,8.1,76,0
28/12/19,07:00:00 PM,2,2.5,210,8,76,0
28/12/19,08:00:00 PM,1.9,2.3,243,7.7,78,0
28/12/19,09:00:00 PM,1.6,2.5,338,6.6,84,0
28/12/19,10:00:00 PM,1.7,2.2,348,6.4,90,0
28/12/19,11:00:00 PM,2.3,2.9,15,6.6,87,
29/12/19,12:00:00 AM,1.8,2.4,90,6.8,79,0
29/12/19,01:00:00 AM,1.3,1.7,11,6.3,88,0
29/12/19,02:00:00 AM,3,3.4,2,3.4,90,0
29/12/19,03:00:00 AM,3.3,3.9,6,2.9,91,0
29/12/19,04:00:00 AM,3.4,4.2,8,2.4,90,0
29/12/19,05:00:00 AM,2.6,3.3,14,2.6,88,0
29/12/19,06:00:00 AM,4.1,5.1,16,2.1,88,0
29/12/19,07:00:00 AM,3.9,4.5,17,2.3,87,0
29/12/19,08:00:00 AM,4.7,5.5,20,2,85,9
29/12/19,09:00:00 AM,4.4,5.2,28,2.4,84,101
29/12/19,10:00:00 AM,5.5,6.4,26,3.4,79,257
29/12/19,11:00:00 AM,5,6,19,3.2,77,338
29/12/19,12:00:00 PM,5,5.9,30,4.3,73,375
29/12/19,01:00:00 PM,4.3,5.3,28,5.1,72,350
29/12/19,02:00:00 PM,3.9,4.5,23,5.4,71,276
29/12/19,03:00:00 PM,2.7,3.4,13,5.8,72,161
29/12/19,04:00:00 PM,2.7,3.3,45,5.6,71,30
29/12/19,05:00:00 PM,3.8,4.6,52,5.1,74,0
29/12/19,06:00:00 PM,4,5,29,4.6,72,0
29/12/19,07:00:00 PM,4.6,5.4,26,4.3,75,0
29/12/19,08:00:00 PM,4.3,5.6,23,3.5,78,0
29/12/19,09:00:00 PM,5.1,6.4,25,3.3,77,0
29/12/19,10:00:00 PM,5.3,6.4,17,2.8,75,0
29/12/19,11:00:00 PM,5.4,6.4,17,2.5,78,0
30/12/19,12:00:00 AM,5.1,6.1,20,2.5,78,0
30/12/19,01:00:00 AM,6,7.8,27,1.9,77,0
30/12/19,02:00:00 AM,5.3,6.4,23,1.9,76,0
30/12/19,03:00:00 AM,5.1,5.9,21,1.7,79,0
30/12/19,04:00:00 AM,4.5,5.8,21,1.1,79,0
30/12/19,05:00:00 AM,5.1,5.9,14,0.6,78,0
30/12/19,06:00:00 AM,4.3,5,12,0.5,78,0
30/12/19,07:00:00 AM,5.4,6.3,17,0.6,77,0
30/12/19,08:00:00 AM,5,5.8,22,0.8,77,11
30/12/19,09:00:00 AM,4.9,5.5,24,1.1,73,143
30/12/19,10:00:00 AM,5,5.9,19,1.5,76,265
30/12/19,11:00:00 AM,3.5,4.2,18,2.6,70,343
30/12/19,12:00:00 PM,3.5,4.5,13,3.7,66,375
30/12/19,01:00:00 PM,3,3.7,10,4.4,60,348
30/12/19,02:00:00 PM,3.6,4.8,0,4.9,60,280
30/12/19,03:00:00 PM,2.6,3.8,355,5.4,58,163
30/12/19,04:00:00 PM,1.8,2.5,337,5.2,59,30
30/12/19,05:00:00 PM,2,2.5,312,4.9,60,0
30/12/19,06:00:00 PM,2.7,4,329,4.7,63,0
30/12/19,07:00:00 PM,2.5,3.4,271,2.9,83,0
30/12/19,08:00:00 PM,2.5,3.3,293,2.8,83,0
30/12/19,09:00:00 PM,3,5,260,1,96,0
30/12/19,10:00:00 PM,1.7,2.6,267,2.2,91,0
30/12/19,11:00:00 PM,2,2.7,265,2.5,88,0
31/12/19,12:00:00 AM,1.7,2.4,276,1.8,93,0
31/12/19,01:00:00 AM,1.7,2.6,310,2.6,93,0
31/12/19,02:00:00 AM,2.4,3.6,305,2.2,95,0
31/12/19,03:00:00 AM,1.8,2.3,290,1.9,97,0
31/12/19,04:00:00 AM,1.2,1.6,245,1.6,94,0
31/12/19,05:00:00 AM,1.7,2.3,268,1.2,96,0
31/12/19,06:00:00 AM,1.8,2.5,246,0.5,98,0
31/12/19,07:00:00 AM,1.1,1.7,263,0.2,100,0
31/12/19,08:00:00 AM,1.2,1.8,256,0.5,100,9
31/12/19,09:00:00 AM,1.1,1.9,231,0.1,100,46
31/12/19,10:00:00 AM,1.5,2.3,213,1.1,100,297
31/12/19,11:00:00 AM,1.6,2.5,268,3.1,92,353
31/12/19,12:00:00 PM,1.7,2.2,215,2.8,86,360
31/12/19,01:00:00 PM,2,3,256,2.9,89,347
31/12/19,02:00:00 PM,2,3,227,2.6,91,198
31/12/19,03:00:00 PM,1.4,1.9,244,3.6,92,155
31/12/19,04:00:00 PM,1.2,1.8,244,4.2,86,42
31/12/19,05:00:00 PM,2,3,253,3.9,90,0
31/12/19,06:00:00 PM,1.3,1.9,270,4.3,89,0
31/12/19,07:00:00 PM,0.8,1.1,314,4.6,87,0
31/12/19,08:00:00 PM,1.3,1.7,313,4.7,84,0
31/12/19,09:00:00 PM,2.4,3.6,323,4.6,80,0
31/12/19,10:00:00 PM,1.8,2.9,300,4.8,79,0
31/12/19,11:00:00 PM,2.3,2.7,283,4.6,79,0
01/01/20,12:00:00 AM,2.1,2.5,320,4.6,78,0
01/01/20,01:00:00 AM,2.2,2.8,11,4.2,82,0
01/01/20,02:00:00 AM,2,2.4,1,4.3,78,
01/01/20,03:00:00 AM,1.4,1.7,337,4,77,0
01/01/20,04:00:00 AM,1.5,2,7,3.3,85,0
01/01/20,05:00:00 AM,1.8,2.2,9,3,82,0
01/01/20,06:00:00 AM,1.3,1.7,355,3.1,81,0
01/01/20,07:00:00 AM,1.4,1.9,311,2.6,81,0
01/01/20,08:00:00 AM,1.5,2.2,330,2.7,78,11
01/01/20,09:00:00 AM,1.7,2.5,358,3.5,73,134
01/01/20,10:00:00 AM,2.2,3.1,39,4.2,75,255
01/01/20,11:00:00 AM,1.7,2.3,28,5.4,75,331
01/01/20,12:00:00 PM,2.7,3.3,19,6.7,70,363
01/01/20,01:00:00 PM,3.1,4.2,34,7.9,65,334
01/01/20,02:00:00 PM,2,2.6,29,8.7,64,260
01/01/20,03:00:00 PM,1.5,1.9,27,9.2,66,157
01/01/20,04:00:00 PM,1.4,1.9,44,9.3,66,33
01/01/20,05:00:00 PM,1.3,1.7,32,8.3,72,0
01/01/20,06:00:00 PM,1.7,2,37,8.1,71,0
01/01/20,07:00:00 PM,1.5,2,302,8.4,71,
01/01/20,08:00:00 PM,2.7,3.3,13,7.2,74,0
01/01/20,09:00:00 PM,2.8,3.3,13,6.9,72,0
01/01/20,10:00:00 PM,2.8,3.6,5,6,74,0
01/01/20,11:00:00 PM,3.4,4.4,1,5.7,75,0
02/01/20,12:00:00 AM,3.2,4.4,343,5.2,75,0
02/01/20,01:00:00 AM,3.2,4.2,2,5,76,0
02/01/20,02:00:00 AM,1.6,2,2,4.4,77,0
02/01/20,03:00:00 AM,1.4,1.8,342,4.5,78,0
02/01/20,04:00:00 AM,1.7,2.3,3,4.6,77,0
02/01/20,05:00:00 AM,1.3,1.9,339,4.6,76,0
02/01/20,06:00:00 AM,1.5,1.8,331,5,74,0
02/01/20,07:00:00 AM,1.8,2.5,309,5,72,0
02/01/20,08:00:00 AM,2,2.4,295,5.6,72,10
02/01/20,09:00:00 AM,1.4,2,278,6.2,75,136
02/01/20,10:00:00 AM,1.5,1.8,269,6.9,70,258
02/01/20,11:00:00 AM,1.8,2.3,262,8.3,62,342
02/01/20,12:00:00 PM,1.4,2.1,265,8.7,70,372
02/01/20,01:00:00 PM,2.4,3.5,266,8.6,67,354
02/01/20,02:00:00 PM,2,3,224,7.8,77,281
02/01/20,03:00:00 PM,1.5,2.3,217,8.2,79,168
02/01/20,04:00:00 PM,1.6,2,225,8.2,84,37
02/01/20,05:00:00 PM,2,2.7,205,7.4,88,0
02/01/20,06:00:00 PM,2.2,3,236,6.6,89,0
02/01/20,07:00:00 PM,2.9,3.7,264,5.9,90,0
02/01/20,08:00:00 PM,1.6,2.1,199,5.7,93,0
02/01/20,09:00:00 PM,1.5,2.1,279,5.3,95,0
02/01/20,10:00:00 PM,2.5,3.7,259,4.9,95,0
02/01/20,11:00:00 PM,1.4,1.7,255,4.1,96,0
03/01/20,12:00:00 AM,1.3,1.5,243,4.2,99,
03/01/20,01:00:00 AM,1,1.5,265,4.1,98,0
03/01/20,02:00:00 AM,0.8,1,193,4.2,99,0
03/01/20,03:00:00 AM,1.2,1.6,253,2.7,100,0
03/01/20,04:00:00 AM,2.2,2.9,239,0.8,100,1
03/01/20,05:00:00 AM,0.5,1.1,182,0.4,100,0
03/01/20,06:00:00 AM,1.6,2.1,327,0.8,100,1
03/01/20,07:00:00 AM,1,1.1,288,0.3,100,0
03/01/20,08:00:00 AM,0.8,1.2,324,0.6,100,7
03/01/20,09:00:00 AM,0.8,1.1,26,0.3,100,33
03/01/20,10:00:00 AM,2.1,2.8,9,1.3,100,134
03/01/20,11:00:00 AM,1.3,1.8,6,2.3,100,160
03/01/20,12:00:00 PM,1.3,1.8,264,3.5,90,251
03/01/20,01:00:00 PM,1.5,1.9,43,5,80,303
03/01/20,02:00:00 PM,1,1.4,40,5.6,82,253
03/01/20,03:00:00 PM,2.6,3.1,45,4.4,91,105
03/01/20,04:00:00 PM,1.9,2.8,51,3.5,100,15
03/01/20,05:00:00 PM,1.6,2.5,280,3.8,100,0
03/01/20,06:00:00 PM,0.4,0.9,80,3.8,100,0
03/01/20,07:00:00 PM,0.4,0.9,327,3.9,100,0
03/01/20,08:00:00 PM,0.5,1,282,3.8,100,0
03/01/20,09:00:00 PM,0.4,0.6,174,3.6,100,0
03/01/20,10:00:00 PM,1.2,1.7,285,4.6,100,0
03/01/20,11:00:00 PM,1.1,1.5,276,5.2,90,0
04/01/20,12:00:00 AM,0.3,0.8,89,4.7,94,
04/01/20,01:00:00 AM,0.2,0.4,333,5,95,0
04/01/20,02:00:00 AM,0.9,1.8,332,4.6,94,
04/01/20,03:00:00 AM,0.4,0.8,262,4.5,84,0
